[07.03 00:00:30] 변경: FunctionFee, item 268665916: 아데나 보유-(199984500), 기존-(200000000), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@3f08dade
[07.03 00:02:16] 변경: FunctionFee, item 268486627: 아데나 보유-(298339470), 기존-(298354970), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@30bcaccf
[07.03 00:02:16] 변경: FunctionFee, item 268486627: 아데나 보유-(298284470), 기존-(298339470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@5d26f221
[07.03 00:02:16] 변경: FunctionFee, item 268486627: 아데나 보유-(298254470), 기존-(298284470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@4aaeb3cb
[07.03 00:02:16] 변경: FunctionFee, item 268486627: 아데나 보유-(298248470), 기존-(298254470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@6c45333b
[07.03 00:02:16] 변경: FunctionFee, item 268486627: 아데나 보유-(298243470), 기존-(298248470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@39ca30a8
[07.03 00:02:16] 변경: FunctionFee, item 268486627: 아데나 보유-(298103470), 기존-(298243470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@53977a4a
[07.03 00:02:16] 변경: FunctionFee, item 268486627: 아데나 보유-(298100970), 기존-(298103470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@6c18bb18
[07.03 00:02:16] 변경: FunctionFee, item 268486627: 아데나 보유-(298096970), 기존-(298100970), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@2981814b
[07.03 00:02:16] 변경: FunctionFee, item 268712825: 아데나 보유-(21499787250), 기존-(21499791500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@627a2c25
[07.03 00:02:16] 변경: FunctionFee, item 268712825: 아데나 보유-(21499747250), 기존-(21499787250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@70f726f8
[07.03 00:02:16] 변경: FunctionFee, item 268712825: 아데나 보유-(21499717250), 기존-(21499747250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@56a658d0
[07.03 00:02:16] 변경: FunctionFee, item 268712825: 아데나 보유-(21499711250), 기존-(21499717250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@541b5225
[07.03 00:02:16] 변경: FunctionFee, item 268712825: 아데나 보유-(21499706250), 기존-(21499711250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@67334787
[07.03 00:02:16] 변경: FunctionFee, item 268712825: 아데나 보유-(21499566250), 기존-(21499706250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@2e3a6d7f
[07.03 00:02:16] 변경: FunctionFee, item 268712825: 아데나 보유-(21499563750), 기존-(21499566250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@4abec0b0
[07.03 00:02:16] 변경: FunctionFee, item 268712825: 아데나 보유-(21499559750), 기존-(21499563750), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@44ba39b8
[07.03 00:04:37] 변경: FunctionFee, item 268665916: 아데나 보유-(199984500), 기존-(200000000), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@c7e027b
[07.03 00:04:37] 변경: FunctionFee, item 268665916: 아데나 보유-(199929500), 기존-(199984500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@54ae5c71
[07.03 00:04:37] 변경: FunctionFee, item 268665916: 아데나 보유-(199899500), 기존-(199929500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@30bcaccf
[07.03 00:04:37] 변경: FunctionFee, item 268665916: 아데나 보유-(199893500), 기존-(199899500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@5d26f221
[07.03 00:04:37] 변경: FunctionFee, item 268665916: 아데나 보유-(199888500), 기존-(199893500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@4aaeb3cb
[07.03 00:04:37] 변경: FunctionFee, item 268665916: 아데나 보유-(199748500), 기존-(199888500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@6c45333b
[07.03 00:04:37] 변경: FunctionFee, item 268665916: 아데나 보유-(199746000), 기존-(199748500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@39ca30a8
[07.03 00:04:37] 변경: FunctionFee, item 268665916: 아데나 보유-(199742000), 기존-(199746000), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@53977a4a
[07.03 00:04:37] 변경: FunctionFee, item 268486627: 아데나 보유-(298339470), 기존-(298354970), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@5143ec82
[07.03 00:04:37] 변경: FunctionFee, item 268486627: 아데나 보유-(298284470), 기존-(298339470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@2658fe39
[07.03 00:04:37] 변경: FunctionFee, item 268486627: 아데나 보유-(298254470), 기존-(298284470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@353c571d
[07.03 00:04:37] 변경: FunctionFee, item 268486627: 아데나 보유-(298248470), 기존-(298254470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@71b564e9
[07.03 00:04:37] 변경: FunctionFee, item 268486627: 아데나 보유-(298243470), 기존-(298248470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@3f5ca1a1
[07.03 00:04:37] 변경: FunctionFee, item 268486627: 아데나 보유-(298103470), 기존-(298243470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@5e943945
[07.03 00:04:37] 변경: FunctionFee, item 268486627: 아데나 보유-(298100970), 기존-(298103470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@9c70935
[07.03 00:04:37] 변경: FunctionFee, item 268486627: 아데나 보유-(298096970), 기존-(298100970), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@530fa6c8
[07.03 00:04:37] 변경: FunctionFee, item 268712825: 아데나 보유-(21499787250), 기존-(21499791500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@16bcc2bb
[07.03 00:04:37] 변경: FunctionFee, item 268712825: 아데나 보유-(21499747250), 기존-(21499787250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@7628164a
[07.03 00:04:37] 변경: FunctionFee, item 268712825: 아데나 보유-(21499717250), 기존-(21499747250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@15a341c6
[07.03 00:04:37] 변경: FunctionFee, item 268712825: 아데나 보유-(21499711250), 기존-(21499717250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@77c11b8f
[07.03 00:04:37] 변경: FunctionFee, item 268712825: 아데나 보유-(21499706250), 기존-(21499711250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@718b6d6
[07.03 00:04:37] 변경: FunctionFee, item 268712825: 아데나 보유-(21499566250), 기존-(21499706250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@31347a39
[07.03 00:04:37] 변경: FunctionFee, item 268712825: 아데나 보유-(21499563750), 기존-(21499566250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@3e96a0a8
[07.03 00:04:37] 변경: FunctionFee, item 268712825: 아데나 보유-(21499559750), 기존-(21499563750), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@4174d996
[07.03 00:07:11] 변경: FunctionFee, item 268665916: 아데나 보유-(199984500), 기존-(200000000), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@c7e027b
[07.03 00:07:11] 변경: FunctionFee, item 268665916: 아데나 보유-(199929500), 기존-(199984500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@54ae5c71
[07.03 00:07:11] 변경: FunctionFee, item 268665916: 아데나 보유-(199899500), 기존-(199929500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@30bcaccf
[07.03 00:07:11] 변경: FunctionFee, item 268665916: 아데나 보유-(199893500), 기존-(199899500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@5d26f221
[07.03 00:07:11] 변경: FunctionFee, item 268665916: 아데나 보유-(199888500), 기존-(199893500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@4aaeb3cb
[07.03 00:07:11] 변경: FunctionFee, item 268665916: 아데나 보유-(199748500), 기존-(199888500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@6c45333b
[07.03 00:07:11] 변경: FunctionFee, item 268665916: 아데나 보유-(199746000), 기존-(199748500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@39ca30a8
[07.03 00:07:11] 변경: FunctionFee, item 268665916: 아데나 보유-(199742000), 기존-(199746000), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@53977a4a
[07.03 00:07:11] 변경: FunctionFee, item 268486627: 아데나 보유-(298339470), 기존-(298354970), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@5143ec82
[07.03 00:07:11] 변경: FunctionFee, item 268486627: 아데나 보유-(298284470), 기존-(298339470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@2658fe39
[07.03 00:07:11] 변경: FunctionFee, item 268486627: 아데나 보유-(298254470), 기존-(298284470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@353c571d
[07.03 00:07:11] 변경: FunctionFee, item 268486627: 아데나 보유-(298248470), 기존-(298254470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@71b564e9
[07.03 00:07:11] 변경: FunctionFee, item 268486627: 아데나 보유-(298243470), 기존-(298248470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@3f5ca1a1
[07.03 00:07:11] 변경: FunctionFee, item 268486627: 아데나 보유-(298103470), 기존-(298243470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@5e943945
[07.03 00:07:11] 변경: FunctionFee, item 268486627: 아데나 보유-(298100970), 기존-(298103470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@9c70935
[07.03 00:07:11] 변경: FunctionFee, item 268486627: 아데나 보유-(298096970), 기존-(298100970), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@530fa6c8
[07.03 00:07:11] 변경: FunctionFee, item 268712825: 아데나 보유-(21499787250), 기존-(21499791500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@16bcc2bb
[07.03 00:07:11] 변경: FunctionFee, item 268712825: 아데나 보유-(21499747250), 기존-(21499787250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@7628164a
[07.03 00:07:11] 변경: FunctionFee, item 268712825: 아데나 보유-(21499717250), 기존-(21499747250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@15a341c6
[07.03 00:07:11] 변경: FunctionFee, item 268712825: 아데나 보유-(21499711250), 기존-(21499717250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@77c11b8f
[07.03 00:07:11] 변경: FunctionFee, item 268712825: 아데나 보유-(21499706250), 기존-(21499711250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@718b6d6
[07.03 00:07:11] 변경: FunctionFee, item 268712825: 아데나 보유-(21499566250), 기존-(21499706250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@31347a39
[07.03 00:07:11] 변경: FunctionFee, item 268712825: 아데나 보유-(21499563750), 기존-(21499566250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@3e96a0a8
[07.03 00:07:11] 변경: FunctionFee, item 268712825: 아데나 보유-(21499559750), 기존-(21499563750), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@4174d996
[07.03 00:14:03] 변경: FunctionFee, item 268665916: 아데나 보유-(199984500), 기존-(200000000), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@23714254
[07.03 00:14:03] 변경: FunctionFee, item 268665916: 아데나 보유-(199929500), 기존-(199984500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@6c45333b
[07.03 00:14:03] 변경: FunctionFee, item 268665916: 아데나 보유-(199899500), 기존-(199929500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@39ca30a8
[07.03 00:14:03] 변경: FunctionFee, item 268665916: 아데나 보유-(199893500), 기존-(199899500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@53977a4a
[07.03 00:14:03] 변경: FunctionFee, item 268665916: 아데나 보유-(199888500), 기존-(199893500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@6c18bb18
[07.03 00:14:03] 변경: FunctionFee, item 268665916: 아데나 보유-(199748500), 기존-(199888500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@2981814b
[07.03 00:14:03] 변경: FunctionFee, item 268665916: 아데나 보유-(199746000), 기존-(199748500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@41a6bba3
[07.03 00:14:03] 변경: FunctionFee, item 268665916: 아데나 보유-(199742000), 기존-(199746000), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@298bdcf7
[07.03 00:14:03] 변경: FunctionFee, item 268486627: 아데나 보유-(298339470), 기존-(298354970), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@3f5ca1a1
[07.03 00:14:03] 변경: FunctionFee, item 268486627: 아데나 보유-(298284470), 기존-(298339470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@5e943945
[07.03 00:14:03] 변경: FunctionFee, item 268486627: 아데나 보유-(298254470), 기존-(298284470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@9c70935
[07.03 00:14:03] 변경: FunctionFee, item 268486627: 아데나 보유-(298248470), 기존-(298254470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@530fa6c8
[07.03 00:14:03] 변경: FunctionFee, item 268486627: 아데나 보유-(298243470), 기존-(298248470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@98444a1
[07.03 00:14:03] 변경: FunctionFee, item 268486627: 아데나 보유-(298103470), 기존-(298243470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@76250ac5
[07.03 00:14:03] 변경: FunctionFee, item 268486627: 아데나 보유-(298100970), 기존-(298103470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@471a3b95
[07.03 00:14:03] 변경: FunctionFee, item 268486627: 아데나 보유-(298096970), 기존-(298100970), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@698dec58
[07.03 00:14:04] 변경: FunctionFee, item 268712825: 아데나 보유-(21499787250), 기존-(21499791500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@718b6d6
[07.03 00:14:04] 변경: FunctionFee, item 268712825: 아데나 보유-(21499747250), 기존-(21499787250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@31347a39
[07.03 00:14:04] 변경: FunctionFee, item 268712825: 아데나 보유-(21499717250), 기존-(21499747250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@3e96a0a8
[07.03 00:14:04] 변경: FunctionFee, item 268712825: 아데나 보유-(21499711250), 기존-(21499717250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@4174d996
[07.03 00:14:04] 변경: FunctionFee, item 268712825: 아데나 보유-(21499706250), 기존-(21499711250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@3986968
[07.03 00:14:04] 변경: FunctionFee, item 268712825: 아데나 보유-(21499566250), 기존-(21499706250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@11ef2e90
[07.03 00:14:04] 변경: FunctionFee, item 268712825: 아데나 보유-(21499563750), 기존-(21499566250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@1af75fe5
[07.03 00:14:04] 변경: FunctionFee, item 268712825: 아데나 보유-(21499559750), 기존-(21499563750), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@7d289d44
[07.03 00:18:35] 변경: FunctionFee, item 268665916: 아데나 보유-(199984500), 기존-(200000000), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@23714254
[07.03 00:18:35] 변경: FunctionFee, item 268665916: 아데나 보유-(199929500), 기존-(199984500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@6c45333b
[07.03 00:18:35] 변경: FunctionFee, item 268665916: 아데나 보유-(199899500), 기존-(199929500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@39ca30a8
[07.03 00:18:35] 변경: FunctionFee, item 268665916: 아데나 보유-(199893500), 기존-(199899500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@53977a4a
[07.03 00:18:35] 변경: FunctionFee, item 268665916: 아데나 보유-(199888500), 기존-(199893500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@6c18bb18
[07.03 00:18:35] 변경: FunctionFee, item 268665916: 아데나 보유-(199748500), 기존-(199888500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@2981814b
[07.03 00:18:35] 변경: FunctionFee, item 268665916: 아데나 보유-(199746000), 기존-(199748500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@41a6bba3
[07.03 00:18:35] 변경: FunctionFee, item 268665916: 아데나 보유-(199742000), 기존-(199746000), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@298bdcf7
[07.03 00:18:35] 변경: FunctionFee, item 268486627: 아데나 보유-(298339470), 기존-(298354970), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@3f5ca1a1
[07.03 00:18:35] 변경: FunctionFee, item 268486627: 아데나 보유-(298284470), 기존-(298339470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@5e943945
[07.03 00:18:35] 변경: FunctionFee, item 268486627: 아데나 보유-(298254470), 기존-(298284470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@9c70935
[07.03 00:18:35] 변경: FunctionFee, item 268486627: 아데나 보유-(298248470), 기존-(298254470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@530fa6c8
[07.03 00:18:35] 변경: FunctionFee, item 268486627: 아데나 보유-(298243470), 기존-(298248470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@98444a1
[07.03 00:18:35] 변경: FunctionFee, item 268486627: 아데나 보유-(298103470), 기존-(298243470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@76250ac5
[07.03 00:18:35] 변경: FunctionFee, item 268486627: 아데나 보유-(298100970), 기존-(298103470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@471a3b95
[07.03 00:18:35] 변경: FunctionFee, item 268486627: 아데나 보유-(298096970), 기존-(298100970), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@698dec58
[07.03 00:18:35] 변경: FunctionFee, item 268712825: 아데나 보유-(21499787250), 기존-(21499791500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@718b6d6
[07.03 00:18:35] 변경: FunctionFee, item 268712825: 아데나 보유-(21499747250), 기존-(21499787250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@31347a39
[07.03 00:18:35] 변경: FunctionFee, item 268712825: 아데나 보유-(21499717250), 기존-(21499747250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@3e96a0a8
[07.03 00:18:35] 변경: FunctionFee, item 268712825: 아데나 보유-(21499711250), 기존-(21499717250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@4174d996
[07.03 00:18:35] 변경: FunctionFee, item 268712825: 아데나 보유-(21499706250), 기존-(21499711250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@3986968
[07.03 00:18:35] 변경: FunctionFee, item 268712825: 아데나 보유-(21499566250), 기존-(21499706250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@11ef2e90
[07.03 00:18:35] 변경: FunctionFee, item 268712825: 아데나 보유-(21499563750), 기존-(21499566250), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@1af75fe5
[07.03 00:18:35] 변경: FunctionFee, item 268712825: 아데나 보유-(21499559750), 기존-(21499563750), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@7d289d44
[07.03 00:20:53] 변경: FunctionFee, item 268665916: 아데나 보유-(199984500), 기존-(200000000), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@c7e027b
[07.03 00:20:53] 변경: FunctionFee, item 268665916: 아데나 보유-(199929500), 기존-(199984500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@54ae5c71
[07.03 00:20:53] 변경: FunctionFee, item 268665916: 아데나 보유-(199899500), 기존-(199929500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@30bcaccf
[07.03 00:20:53] 변경: FunctionFee, item 268665916: 아데나 보유-(199893500), 기존-(199899500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@5d26f221
[07.03 00:20:53] 변경: FunctionFee, item 268665916: 아데나 보유-(199888500), 기존-(199893500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@4aaeb3cb
[07.03 00:20:53] 변경: FunctionFee, item 268665916: 아데나 보유-(199748500), 기존-(199888500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@6c45333b
[07.03 00:20:53] 변경: FunctionFee, item 268665916: 아데나 보유-(199746000), 기존-(199748500), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@39ca30a8
[07.03 00:20:53] 변경: FunctionFee, item 268665916: 아데나 보유-(199742000), 기존-(199746000), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@53977a4a
[07.03 00:20:53] 변경: FunctionFee, item 268486627: 아데나 보유-(298339470), 기존-(298354970), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@5143ec82
[07.03 00:20:53] 변경: FunctionFee, item 268486627: 아데나 보유-(298284470), 기존-(298339470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@2658fe39
[07.03 00:20:53] 변경: FunctionFee, item 268486627: 아데나 보유-(298254470), 기존-(298284470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@353c571d
[07.03 00:20:53] 변경: FunctionFee, item 268486627: 아데나 보유-(298248470), 기존-(298254470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@71b564e9
[07.03 00:20:53] 변경: FunctionFee, item 268486627: 아데나 보유-(298243470), 기존-(298248470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@3f5ca1a1
[07.03 00:20:53] 변경: FunctionFee, item 268486627: 아데나 보유-(298103470), 기존-(298243470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@5e943945
[07.03 00:20:53] 변경: FunctionFee, item 268486627: 아데나 보유-(298100970), 기존-(298103470), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@9c70935
[07.03 00:20:53] 변경: FunctionFee, item 268486627: 아데나 보유-(298096970), 기존-(298100970), null, org.l2jmobius.gameserver.model.residences.ResidenceFunction@530fa6c8
